,書名,出版項,ISBN,價格
0,我們的工作之路2：獸醫師/管弦樂團團員/地方創生工作者,未來出版,9786263559363,320
1,梅子老師這一班6：說謊真的好累喔！,小天下,9786263559288, 300 
2,神奇樹屋特別篇5：救出獨角鯨,小天下,9786263559356, 320 
3,尋物高手芝麻菜什麼都找得到！,小天下,9786263559172, 380 
4,垃圾到哪裡去了,小天下,9786263558311, 350 
5,頭條新聞大作戰,未來出版,9786263558922, 380 
6,安心國小9：有話好好說,小天下,9786263559028, 350 
7,安心國小10：大家都不懂我！,小天下,9786263559035, 350 
8,小女巫莉娜：鬼靈精怪魔女實習生（全套3冊）,未來出版,9786263559066, 960 
9,小女巫莉娜 1. 女巫初級班,未來出版,9786263559042, 320 
10,小女巫莉娜 2. 女巫實習生,未來出版,9786263559059, 320 
11,小女巫莉娜 3. 可疑的助手,未來出版,9786263559066, 320 
12,捨不得說再見：我家貓咪的故事,未來出版,9786263558830, 320 
13,10歲開始學心理學(平裝版),未來出版,9786263556126, 450 
14,10歲開始學哲學(平裝版),未來出版,9786263556119, 450 
15,10歲開始學經濟(平裝版),未來出版,9786263555648, 450 
16,10歲開始學政治(平裝版),未來出版,9786263556195, 450 
17,金融素養小學堂：10歲開始學企管+理財（平裝版，全套2冊）,未來出版,4711488870516, 900 
18,10歲開始學理財(平裝版),未來出版,9786263555631, 450 
19,10歲開始學企管(平裝版),未來出版,9786263555624, 450 
20,從陸地到海洋  鯨的演化,小天下,9786263558847, 380 
21,荒野機器人（夢工廠動畫電影書衣版）,小天下,4711488870462, 320 
22,哪裡不舒服呢？,小天下,9786263558823, 360 
23,小小科學人：100科學大發現（新版） ,小天下,9786263558939, 580 
24,我們的友誼那麼多！記錄友情的12種圖表,小天下,9786263558663, 380 
25,上學快來不及了！（日本繪本獎、德國白烏鴉獎雙料大獎）,小天下,9786263558427, 380 
26,魔女咖啡廳營業中,小天下,9786263558540, 320 
27,歡迎光臨！恐龍遊樂園,小天下,9786263558496, 380 
28,星期三的麵包店,小天下,9786263558205, 380 
29,密室逃脫生存戰,未來出版,9786263558465, 380 
30,黃泉守護者,未來出版,9786263558410, 450 
31,科學起步走：孩子的第一套生活科學X數學邏輯X探索世界圖解書（全套4冊）,未來出版,4711488870455," 1,920 "
32,科學起步走：數學原來很簡單,未來出版,9786263558168, 480 
33,好熱好熱的樟樹公寓,小天下,9786263557871, 350 
34,老鼠郵差：瑪麗安．杜布的觀察力養成繪本套書（全套3冊）(新版),小天下,4711488870387," 1,050 "
35,老鼠郵差來了(新版),小天下,9786263557925, 350 
36,老鼠郵差去度假(新版),小天下,9786263557901, 350 
37,老鼠郵差去哪裡？(新版),小天下,9786263557918, 350 
38,吃書的狐狸先生【「狐狸偵探傑克」作者經典力作，全球狂銷破百萬冊】,未來出版,4711488870448, 799 
39,吃書的狐狸先生1：書店大盜,未來出版,9786263558267, 199 
40,吃書的狐狸先生2：北極特別任務,未來出版,9786263558274, 300 
41,吃書的狐狸先生3：歡迎光臨海盜窩,未來出版,9786263558281, 300 
42,少年讀聊齋志異：蒲松齡的社會觀察筆記，文言文短篇入門首選(全套3冊),未來出版,4711488870431," 1,140 "
43,少年讀聊齋志異1：神奇的狐狸,未來出版,9786263557819, 380 
44,少年讀聊齋志異2：筆墨的精靈,未來出版,9786263557826, 380 
45,少年讀聊齋志異3：走進大千世界,未來出版,9786263557833, 380 
46,工作達人5：最逼真的現場大體驗 ,未來出版,9786263556614, 480 
47,出發吧！環遊世界50個節日慶典（大英博物館合作出版）,未來出版,9786263557864, 750 
48,轉個彎，心情不一樣,小天下,9786263557840, 350 
49,12生肖動物童詩,小天下,9786263557536, 380 
50,奇幻歷險知識大迷宮套書：帶孩子進入傳說境地，踏上刺激有趣的冒險之旅！(地獄+忍者+故事迷宮共三冊),小天下,4711488870417, 980 
51,地獄迷宮: 和妖怪們一起解開鬼城之謎! ,小天下,9786263557338, 360 
52,科學起步走：世界地理真奇妙,未來出版,9786263557543, 480 
53,小小科學人：100宇宙大發現(新版),小天下,9786263557550, 580 
54,小小科學人：100人體大發現(新版),小天下,9786263557567, 580 
55,貓熊小湯匙和貓熊平底鍋 ,小天下,9786263556775, 350 
56,酷比的博物館(新版),小天下,9789863203766, 350 
57,穿越故宮大冒險9：鎮海安瀾定風珠,小天下,9786263557277, 320 
58,小偷貓老大捕魚去,小天下,9786263557321, 350 
59,未曾上映的電影【荷蘭金石筆獎】,未來出版,9786263557314, 400 
60,少年讀人類的故事2：世界為什麼變得不公平(人類大歷史哈拉瑞給少年的力作）,未來出版,9786263556669, 480 
61,小小科學人：100未知大發現,小天下,9786263557161, 580 
62,【偵探狗超級任務】動物知識推理繪本：動動腦、來辦案！ (共3冊),小天下,4711488870288, 960 
63,偵探狗超級任務1：誰是超級英雄？,小天下,9786263556713, 320 
64,偵探狗超級任務2：找出蛋糕小偷,小天下,9786263556690, 320 
65,偵探狗超級任務3：神祕蛋事件,小天下,9786263556737, 320 
66,誰是第一名？,小天下,9786263556782, 320 
67,少年讀臺灣短篇小說選1,未來出版,9786263556829, 350 
68,少年讀臺灣短篇小說選2,未來出版,9786263556836, 350 
69,那個叫湖神的女孩,未來出版,9786263556850, 400 
70,世界的餐桌歡迎你,小天下,9786263556522, 480 
71,我愛你，像你愛我一樣！,小天下,9786263556508, 320 
72,大家的嘆氣圖鑑,未來出版,9786263556621, 320 
73,發現天賦，到哪都能閃閃發光,未來出版,9786263556294, 360 
74,超人氣親子溝通求生術：好好說話+好好溝通（全套2冊）,未來出版,4711488870219, 760 
75,好好溝通！為什麼全宇宙的爸媽都這樣？,未來出版,9786263556010, 380 
76,用點心學校15：美食頂呱呱,小天下,9786263556256, 320 
77,雪地裡的奇蹟 ,小天下,9786263555662, 360 
78,寶寶逛市場 ,小天下,9786263555006, 380 
79,從前從前……有許多龍？龍族的傳說與胡說 ,未來出版,9786263554955, 600 
80,決戰詩神殿（全套4冊）：尋找貓聖、召喚神獸、邪魔來襲、詩靈永存,未來出版,4711488870165,"1,520"
81,決戰詩神殿3：邪魔來襲,未來出版,9786263556027, 380 
82,決戰詩神殿4：詩靈永存,未來出版,9786263556034, 380 
83,吸墨鬼來了4：電子書好喝嗎？,小天下,9786263555365, 350 
84,小狐狸與熊寶2：我會陪在你後面,小天下,9786263551749, 360 
85,我們的工作之路1：麵包師傅／新幹線駕駛員／研究員,未來出版,9786263555037, 320 
86,葛瑞的囧日記18：上學沒帶腦,未來出版,9786263555532, 380 
87,茶的時空之旅 五千年奇幻道路,小天下,9786263555655, 450 
88,旺卡：羅德．達爾《巧克力冒險工廠》前傳,小天下,9786263555099, 360 
89,發現愛的那一天,小天下,9786263554856, 380 
90,唱歌給貓聽,小天下,9786263554658, 380 
91,青蛙巫婆的動物魔法書,未來出版,9786263554665, 420 
92,超級創客任務1：勇闖生態系（中英雙語）,未來出版,9786263554085, 360 
93,超級創客任務2：神祕腦科學（中英雙語）,未來出版,9786263554092, 360 
94,超級創客任務3：聲波大震撼（中英雙語）,未來出版,9786263554108, 360 
95,超級創客任務1-3：勇闖生態系+神秘腦科學+聲波大震撼,未來出版,4711488870134," 1,080 "
96,超人氣車車出任務（全套3冊)：垃圾車拉拉+雲梯車威威+救護車彼得出任務,小天下,4711488870097, 900 
97,垃圾車拉拉出任務,小天下,9786263554122, 300 
98,星期天的校長室,未來出版,9786263554481, 300 
99,星期天的園遊會,未來出版,9786263554511, 300 
100,跟著大灰寶逛美術館,小天下,9786263553842, 380 
101,#我的媽媽是網紅,未來出版,9786263552906, 350 
102,小個子偵探,未來出版,9786263552128, 400 
103,天堂倒著寫,未來出版,9786263551565, 399 
104,未曾上映的電影【荷蘭金石筆獎】,未來出版,9786263557314, 400 
105,再見木瓜樹（新版）,未來出版,9786263551398, 380 
106,我是榮利1：榮利的棒呆日記,未來出版,9789864798063, 380 
107,我是榮利2：榮利的棒呆大冒險,未來出版,9789865535261, 380 
108,我是榮利3：榮利的棒呆鬼故事 ,未來出版,9789865252205, 380 
109,決戰詩神殿（全套4冊）：尋找貓聖、召喚神獸、邪魔來襲、詩靈永存,未來出版,4711488870165,"1,520"
110,決戰詩神殿1：尋找貓聖,未來出版,9786263552326, 380 
111,決戰詩神殿2：召喚神獸,未來出版,9786263552333, 380 
112,決戰詩神殿3：邪魔來襲,未來出版,9786263556027, 380 
113,決戰詩神殿4：詩靈永存,未來出版,9786263556034, 380 
114,那個叫湖神的女孩,未來出版,9786263556850, 400 
115,放學後的街口事件,未來出版,9789865535780, 350 
116,草蜢的幸福雜貨店,未來出版,9786263550483, 350 
117,密室逃脫生存戰,未來出版,9786263558465, 380 
118,第十四條金魚(新版),未來出版,9786263552135, 380 
119,開著校車去流浪,未來出版,9789865255978, 380 
120,黃泉守護者,未來出版,9786263558410, 450 
121,葛瑞的囧日記 1：中學慘兮兮(歡樂嘗鮮價268元限量發行),未來出版,4713510948057, 268 
122,葛瑞的囧日記 2：老哥你很煩,未來出版,9789864791484, 380 
123,葛瑞的囧日記 3：老爸別逼我,未來出版,9789864791774, 380 
124,葛瑞的囧日記 4：辛酸的夏天,未來出版,9789864792344, 380 
125,葛瑞的囧日記 5：青春期了沒？,未來出版,9789864793914, 380 
126,葛瑞的囧日記 6：老弟很有事,未來出版,9789864794881, 380 
127,葛瑞的囧日記 7：情人節歪歪,未來出版,9789864795376, 380 
128,葛瑞的囧日記 8：命運8號球,未來出版,9789864797158, 380 
129,葛瑞的囧日記 9：旅行豬隊友,未來出版,9789864799312, 380 
130,葛瑞的囧日記10：不插電挑戰,未來出版,9789865250973, 380 
131,葛瑞的囧日記11：衰神大導演,未來出版,9789864791132, 380 
132,葛瑞的囧日記12：假期大暴走,未來出版,9789864793303, 380 
133,葛瑞的囧日記13：零度的逆襲,未來出版,9789864795840, 380 
134,葛瑞的囧日記14：搬家大作戰,未來出版,9789864798582, 380 
135,葛瑞的囧日記15：露營大逃殺,未來出版,9789865250010, 380 
136,葛瑞的囧日記16：大號三分球,未來出版,9789865253943, 380 
137,葛瑞的囧日記17：搖滾大亂鬥,未來出版,9789865259631, 380 
138,葛瑞的囧日記18：上學沒帶腦,未來出版,9786263555532, 380 
139,頭條新聞大作戰,未來出版,9786263558922, 380 
140,鯨武士（新版）,未來出版,9786263551381, 380 
141,魔鬼峰少年,未來出版,9789865258764, 350 
142,魔術師的接班人(第一集：麻術師有鬼/第二集：麻風大對決，兩冊不分售),未來出版,4713510940891, 688 
143,玩出科學力：用繪本學STEAM素養,小天下,9789865257170, 450 
144,少年讀人類的故事1：人類為什麼可以主宰地球(人類大歷史哈拉瑞給少年的力作）,未來出版,9786263551664, 480 
145,少年讀人類的故事2：世界為什麼變得不公平(人類大歷史哈拉瑞給少年的力作）,未來出版,9786263556669, 480 
146,世界的孩子，不一樣的生活,小天下,9789864793495, 380 
147,世界的餐桌歡迎你,小天下,9786263556522, 480 
148,出發吧！環遊世界24個傳統市場,未來出版,9786263552289, 720 
149,出發吧！環遊世界50個節日慶典（大英博物館合作出版）,未來出版,9786263557864, 750 
150,地圖（增訂版）,小天下,9789864791415," 1,200 "
151,我和世界的孩子  不一樣的生活：生活互動繪本 ,小天下,9789864799152, 380 
152,我的臺灣小百科,小天下,9789865253080, 599 
153,從前從前……有許多龍？龍族的傳說與胡說 ,未來出版,9786263554955, 600 
154,聖母峰,小天下,9789864797875, 650 
155,荒野機器人（夢工廠動畫電影書衣版）,小天下,4711488870462, 320 
156,馬克的完美計畫,小天下,9789864792306, 360 
157,禁書圖書館,小天下,9789865257897, 380 
158,妖怪藥局大拍賣（新版）,小天下,9789865535735, 300 
159,魔女咖啡廳營業中,小天下,9786263558540, 320 
160,巧克力冒險工廠（全球3億冊紀念版）,小天下,9789865256760, 350 
161,神奇的玻璃升降機（全球3億冊紀念版）,小天下,9789865256777, 350 
162,飛天巨桃歷險記（全球3億冊紀念版）,小天下,9789865256784, 350 
163,狐狸爸爸萬歲（全球3億冊紀念版）,小天下,9789865256791, 250 
164,世界冠軍丹尼（全球3億冊紀念版）,小天下,9789865256807, 350 
165,女巫（全球3億冊紀念版）,小天下,9789865256814, 350 
166,吹夢巨人（全球3億冊紀念版）,小天下,9789865256852, 350 
167,喬治的神奇魔藥（全球3億冊紀念版）,小天下,9789865256821, 250 
168,壞心的夫妻消失了（全球3億冊紀念版）,小天下,9789865256838, 250 
169,瑪蒂達（全球3億冊紀念版）,小天下,9789865256869, 350 
170,小比利和迷針族（全球3億冊紀念版）,小天下,9789865256845, 250 
171,旺卡：羅德．達爾《巧克力冒險工廠》前傳,小天下,9786263555099, 360 
172,羅德．達爾電影版原著小說（巧克力冒險工廠、女巫、吹夢巨人、瑪蒂達）,小天下,4713510942406," 1,400 "
173,羅德．達爾暢銷3億冊紀念版大全套（共11冊）,小天下,4713510942390," 3,399 "
174,不會改變的清單,小天下,9789865252526, 360 
175,安心國小：小學生的煩惱特效藥！孩子的第一套社會情緒學習套書 (共5冊),小天下,4713510941430," 1,600 "
176,安心國小 1：我們是同一掛的,小天下,9789865535476, 320 
177,安心國小 2：冰紅茶霸凌事件,小天下,9789865535483, 320 
178,安心國小 3：戀愛傳染病,小天下,9789865252748, 320 
179,安心國小 4：抱怨靠邊站,小天下,9789865252755, 320 
180,安心國小 5：時間，等等我,小天下,9789865257583, 350 
181,安心國小 6：這樣用錢可以嗎？,小天下,9789865257590, 350 
182,安心國小 7：我就是想贏！,小天下,9786263554207, 350 
183,安心國小 8：又不是我的錯！,小天下,9786263554214, 350 
184,安心國小 9：有話好好說,小天下,9786263559028, 350 
185,安心國小10：大家都不懂我！,小天下,9786263559035, 350 
186,安心國小情緒遊樂園：23個心理遊戲讓孩子玩出好EQ,小天下,9789865252762, 320 
187,吸墨鬼來了（新版） ,小天下,9789865535285, 350 
188,吸墨鬼來了2：錯字飲料店（新版）,小天下,9789865535292, 350 
189,吸墨鬼來了3：千萬不要吸詞典,小天下,9789865535339, 350 
190,吸墨鬼來了4：電子書好喝嗎？,小天下,9786263555365, 350 
191,穿越故宮大冒險1：翠玉白菜上的蒙古女孩（新版）,小天下,9789864799169, 300 
192,穿越故宮大冒險2：肉形石的召喚（新版）,小天下,9789864799176, 300 
193,穿越故宮大冒險3：天靈地靈毛公鼎,小天下,9789864797547, 300 
194,穿越故宮大冒險4：蓮花式溫碗的密碼,小天下,9789864799183, 300 
195,穿越故宮大冒險5：谿山行旅圖冰獸任務,小天下,9789865535438, 300 
196,穿越故宮大冒險6：快雪時晴帖神乎其技,小天下,9789865251802, 300 
197,穿越故宮大冒險7：驚天動地多寶格,小天下,9789865255817, 300 
198,穿越故宮大冒險8：富春山居圖與神鬼咒,小天下,9786263551572, 320 
199,穿越故宮大冒險9：鎮海安瀾定風珠,小天下,9786263557277, 320 
200,梅子老師這一班1：教室被封鎖了！,小天下,9789865253226, 300 
201,梅子老師這一班2：我們全班都有了！,小天下,9789865257873, 300 
202,梅子老師這一班3：聽說班上有小偷？,小天下,9789865257880, 300 
203,梅子老師這一班4：到底是誰在罵髒話？,小天下,9786263553040, 300 
204,梅子老師這一班5：什麼？老師不教了！,小天下,9786263553057, 300 
205,梅子老師這一班6：說謊真的好累喔！,小天下,9786263559288, 300 
206,不偷懶小學1：不摸魚老師(新版),小天下,9789865252113, 300 
207,不偷懶小學2：不可能奇蹟(新版),小天下,9789865252120, 300 
208,不偷懶小學3：不好找寶藏(新版),小天下,9789865252137, 300 
209,不偷懶小學4：忍不住大師(新版),小天下,9789865252144, 300 
210,用點心學校 1：用點心學校(新版),小天下,9789864796397, 280 
211,用點心學校 2：好新鮮教室,小天下,9789862167038, 250 
212,用點心學校 3：老師有夠辣,小天下,9789862168752, 250 
213,用點心學校 4：學生真有料,小天下,9789863201212, 250 
214,用點心學校 5：香蕉不要皮,小天下,9789863203896, 250 
215,用點心學校 6：神氣白米飯,小天下,9789863206736, 250 
216,用點心學校 7：酸溜溜魔術,小天下,9789863209508, 280 
217,用點心學校 8：包在我身上,小天下,9789864791422, 280 
218,用點心學校 9：紅白大對抗,小天下,9789864793532, 280 
219,用點心學校10：皇家金布丁,小天下,9789864796045, 280 
220,用點心學校11：美食大樂團,小天下,9789864799107, 300 
221,用點心學校12：不打不相識,小天下,9789865250287, 300 
222,用點心學校13：超級大明星,小天下,9789865255855, 300 
223,用點心學校14：美味送到家,小天下,9786263551022, 320 
224,用點心學校15：美食頂呱呱,小天下,9786263556256, 320 
225,狐說八道,小天下,9789863202394, 250 
226,狐說八道2：小心假猩猩 ,小天下,9789863205562, 250 
227,狐說八道3：神采小飛羊,小天下,9789864790722, 280 
228,狐說八道4：投石問錯鹿,小天下,9789864793419, 280 
229,貓卡卡的裁縫店,小天下,9789864791606, 280 
230,貓卡卡的裁縫店2：河馬夫人的禮服,小天下,9789864797622, 280 
231,貓卡卡的裁縫店3：神奇的魔法長針,小天下,9789865257194, 280 
232,10層樓的樟樹公寓,小天下,9789864795949, 320 
233,下雨天的樟樹公寓,小天下,9789865250034, 320 
234,樟樹公寓的神祕客人,小天下,9789865250072, 320 
235,樟樹公寓的新房客,小天下,9789864795956, 320 
236,好熱好熱的樟樹公寓,小天下,9786263557871, 350 
237,我愛你，像你愛我一樣！,小天下,9786263556508, 320 
238,救護車彼得出任務,小天下,9789865535018, 300 
239,雲梯車威威出任務,小天下,9789865254056, 300 
240,垃圾車拉拉出任務,小天下,9786263554122, 300 
241,超人氣車車出任務（全套3冊)：垃圾車拉拉+雲梯車威威+救護車彼得出任務,小天下,4711488870097, 900 
242,道路工程車大集合,小天下,9789864793518, 300 
243,緊急救援車大集合,小天下,9789864793501, 320 
244,災難救援車大集合,小天下,9789865257088, 320 
245,孩子最愛的救援車和工程車大集合(全套3冊),小天下,4713510942093, 940 
246,發現愛的那一天,小天下,9786263554856, 380 
247,蔬菜學校1：想要紅的小番茄,小天下,9789865256708, 350 
248,蔬菜學校2：好想長大的小青椒,小天下,9789865256661, 350 
249,蔬菜學校3：玉蜀黍的長頭髮,小天下,9789865256678, 350 
250,蔬菜學校4：不想開花的高麗菜,小天下,9789865256685, 350 
251,蔬菜學校5：草莓雙胞胎的煩惱,小天下,9786263552630, 350 
252,誰是第一名？,小天下,9786263556782, 320 
253,寶寶逛市場 ,小天下,9786263555006, 380 
254,不敗學習力：學霸都在用的10大聰明讀書法,未來出版,9789865254049, 380 
255,成為更好的自己：未來少年的18堂心理必修課,未來出版,9789865535308, 380 
256,少年遇見薩提爾：李崇建、甘耀明教你如何內心強大，突破成長困境,未來出版,9786263554610, 380 
257,少年讀臺灣：臺灣文化,未來出版,9786263551787, 480 
258,少年讀臺灣：臺灣史,未來出版,9789865256883, 480 
259,少年讀臺灣：臺灣生態,未來出版,9789865256906, 480 
260,少年讀臺灣：臺灣地理,未來出版,9789865256890, 480 
261,阿宅聯盟：量子危機,未來出版,9789865259167, 399 
262,10歲開始學企管(平裝版),未來出版,9786263555624, 450 
263,10歲開始學理財(平裝版),未來出版,9786263555631, 450 
264,10歲開始學經濟(平裝版),未來出版,9786263555648, 450 
265,10歲開始學政治(平裝版),未來出版,9786263556195, 450 
266,10歲開始學哲學(平裝版),未來出版,9786263556119, 450 
267,10歲開始學心理學(平裝版),未來出版,9786263556126, 450 
268,17個改變世界的方法：圖解聯合國永續發展目標SDGS,小天下,9789865255961, 420 
269,小杰的神奇之旅：高雄大樹繪本故事,小天下,9789865252533, 380 
270,工作達人1：最逼真的現場大體驗 ,未來出版,9786263551473, 480 
271,工作達人2：最逼真的現場大體驗 ,未來出版,9786263551480, 480 
272,工作達人3：最逼真的現場大體驗 ,未來出版,9786263551497, 480 
273,工作達人4：最逼真的現場大體驗 ,未來出版,9786263551503, 480 
274,工作達人5：最逼真的現場大體驗 ,未來出版,9786263556614, 480 
275,好好溝通！為什麼全宇宙的爸媽都這樣？,未來出版,9786263556010, 380 
276,好好說話，到哪都是人氣王！,未來出版,9786263550988, 380 
277,我們的工作之路1：麵包師傅／新幹線駕駛員／研究員,未來出版,9786263555037, 320 
278,我們的工作之路2：獸醫師/管弦樂團團員/地方創生工作者,未來出版,9786263559363,320
279,垃圾到哪裡去了,小天下,9786263558311, 350 
280,我會好好說：協助孩子解決衝突的蒙特梭利教養繪本,小天下,9786263551718, 380 
281,孩子的第一本同理認知小百科：我很特別，你很特別,小天下,9789865251567, 380 
282,孩子的第一本家庭認知小百科：我的家，你的家,小天下,9789864797929, 380 
283,孩子的第一本情緒安定小百科：解決擔心、害怕有方法！ ,小天下,9786263551305, 380 
284,孩子的第一本情緒認知小百科：我的心情，你的心情,小天下,9789864797912, 380 
285,看漫畫輕鬆學：自我管理,小天下,9789864797561, 350 
286,看漫畫輕鬆學：快樂家事小幫手,小天下,9786263554399, 350 
287,看漫畫輕鬆學：培養自信有方法,小天下,9789865259181, 350 
288,看漫畫輕鬆學：尋找夢想的工作,小天下,9786263551244, 350 
289,看漫畫輕鬆學：愛上閱讀的樂趣,小天下,9786263554405, 350 
290,看漫畫輕鬆學：網路使用的規則,小天下,9789864799930, 350 
291,看漫畫輕鬆學：說話表達的技巧,小天下,9789865259198, 350 
292,看漫畫輕鬆學：整理收納,小天下,9789864795734, 350 
293,喜歡的事和不擅長的事,未來出版,9786263550179, 320 
294,發現天賦，到哪都能閃閃發光,未來出版,9786263556294, 360 
295,超乎想像！工作大不同,小天下,9789865535124, 450 
296,大家的嘆氣圖鑑,未來出版,9786263556621, 320 
297,小女巫莉娜 1. 女巫初級班,未來出版,9786263559042, 320 
298,小女巫莉娜 2. 女巫實習生,未來出版,9786263559059, 320 
299,小女巫莉娜 3. 可疑的助手,未來出版,9786263559066, 320 
300,小女巫莉娜：鬼靈精怪魔女實習生（全套3冊）,未來出版,9786263559066, 960 
301,吃書的狐狸先生【「狐狸偵探傑克」作者經典力作，全球狂銷破百萬冊】,未來出版,4711488870448, 799 
302,吃書的狐狸先生1：書店大盜,未來出版,9786263558267, 199 
303,吃書的狐狸先生2：北極特別任務,未來出版,9786263558274, 300 
304,吃書的狐狸先生3：歡迎光臨海盜窩,未來出版,9786263558281, 300 
305,安妮繞著地球跑1：京都我來了,未來出版,9786263550285, 380 
306,安妮繞著地球跑2：愛丁堡的好朋友,未來出版,9786263554078, 380 
307,老師，我不會寫讀書心得！,未來出版,9786263552517, 320 
308,老師，我忘記寫功課！,未來出版,9786263552500, 300 
309,狐狸偵探傑克（全套3冊）：顛覆經典童話、充滿爆笑狂想，一起推理辦案,未來出版,4711488870011, 960 
310,狐狸偵探傑克1：尋找黃金雞,未來出版,9786263553736, 320 
311,狐狸偵探傑克2：三隻小豬和工地幽靈,未來出版,9786263553743, 320 
312,狐狸偵探傑克3：吹牛男爵的幻想帽,未來出版,9786263553750, 320 
313,星期天的自然教室（新版）,未來出版,9786263550438, 300 
314,星期天的保健室（新版）,未來出版,9786263550452, 300 
315,星期天的音樂教室（新版）,未來出版,9786263550421, 300 
316,星期天的校長室,未來出版,9786263554481, 300 
317,星期天的園遊會,未來出版,9786263554511, 300 
318,星期天的體育館（新版）,未來出版,9786263550445, 300 
319,捨不得說再見：我家貓咪的故事,未來出版,9786263558830, 320 
320,大堡礁,小天下,9789865252090, 680 
321,小小科學人：100人體大發現(新版),小天下,9786263557567, 580 
322,小小科學人：100未知大發現,小天下,9786263557161, 580 
323,小小科學人：100地球大發現,小天下,9789865535384, 480 
324,小小科學人：100宇宙大發現(新版),小天下,9786263557550, 580 
325,小小科學人：100科學大發現（新版） ,小天下,9786263558939, 580 
326,小小科學人：100食物大發現,小天下,9789864796472, 480 
327,小小科學人：100海洋大發現,小天下,9789865252038, 480 
328,小小科學人：100數碼大發現,小天下,9789864798643, 480 
329,小小科學人：100環保大發現,小天下,9789865257026, 480 
330,我做得到！小工程師蘿西,小天下,9789864792054, 360 
331,青蛙巫婆的動物魔法書,未來出版,9786263554665, 420 
332,科學起步走：數學原來很簡單,未來出版,9786263558168, 480 
333,科學起步走：世界地理真奇妙,未來出版,9786263557543, 480 
334,科學起步走：生活處處是科學,未來出版,9786263550711, 480 
335,科學起步走：我的身體我知道,未來出版,9786263552883, 480 
336,從陸地到海洋  鯨的演化,小天下,9786263558847, 380 
337,魚，是我們的祖先嗎？ 孩子的第一本演化書,小天下,9789865253783, 350 
338,當地球的好朋友：與環境共好的18種永續設計,未來出版,9786263553439, 450 
339,尋物高手芝麻菜什麼都找得到！,小天下,9786263559172, 380 
340,旺卡先生在哪裡？──巧克力冒險工廠遊戲書,小天下,9786263554498, 320 
341,進化迷宮：登上進化島拯救古生物,小天下,9789862167717, 300 
342,古文明迷宮：穿越時空到古文明中探險,小天下,9789862167700, 300 
343,神話傳說迷宮,小天下,9789862168356, 300 
344,知識大迷宮系列 1~3冊(古文明+進化+神話傳說共3冊),小天下,9780004176697, 900 
345,昆蟲迷宮,小天下,9789862169049, 300 
346,自然遺產迷宮,小天下,9789862169032, 300 
347,宇宙迷宮,小天下,9789862169551, 300 
348,知識大迷宮套書 4~6冊(昆蟲+自然遺產+宇宙共3冊),小天下,9780004177021, 900 
349,故事迷宮,小天下,9789863202240, 300 
350,交通工具迷宮: 到車子、船隻、飛機的交通王國探險 ,小天下,9789863204770, 300 
351,動物迷宮：進入神秘動物園，250種動物大驚奇,小天下,9789863207351, 300 
352,知識大迷宮套書 7~9冊(故事+交通工具+動物共3冊),小天下,4711225311845, 900 
353,水世界迷宮,小天下,9789869317139, 320 
354,妖怪迷宮: 通過幽靈學校前往天堂之國! ,小天下,9789864791491, 320 
355,玩具迷宮：歡迎光臨玩具們的奇幻世界！,小天下,9789864793556, 320 
356,知識大迷宮套書10~12冊(水世界+妖怪+玩具共3冊),小天下,4713510947630, 960 
357,忍者迷宮：穿越城池、古堡，大戰妖怪島,小天下,9789864796052, 320 
358,運動迷宮,小天下,9789864798568, 320 
359,恐龍迷宮,小天下,9789865250119, 320 
360,知識大迷宮系列13-15冊(忍者+運動+恐龍共3冊),小天下,4713510941669, 960 
361,荒島求生迷宮,小天下,9789865253875, 320 
362,魔法迷宮,小天下,9786263550162, 320 
363,地獄迷宮: 和妖怪們一起解開鬼城之謎! ,小天下,9786263557338, 360 
364,奇幻歷險知識大迷宮套書：帶孩子進入傳說境地，踏上刺激有趣的冒險之旅！(地獄+忍者+故事迷宮共三冊),小天下,4711488870417, 980 
365,少年讀世說新語1：亂世中的堅持,未來出版,9789865252946, 420 
366,少年讀世說新語2：人性中的至情,未來出版,9789865252953, 420 
367,少年讀世說新語3：思潮下的智慧,未來出版,9789865253776, 420 
368,少年讀史記（全套5冊）,未來出版,4713510941294," 2,000 "
369,少年讀史記1：帝王之路（新版）,未來出版,9789865252359, 400 
370,少年讀史記2：霸主的崛起（新版）,未來出版,9789865252366, 400 
371,少年讀史記3：辯士緃橫天下（新版）,未來出版,9789865252373, 400 
372,少年讀史記4：絕世英才的風範（新版）,未來出版,9789865252380, 400 
373,少年讀史記5：漢帝國風雲錄（新版）,未來出版,9789865252397, 400 
374,少年讀成語故事（全套5冊）,未來出版,4713510941898," 1,800 "
375,少年讀成語故事1：自然篇,未來出版,9789865252854, 360 
376,少年讀成語故事2：概念篇,未來出版,9789865252861, 360 
377,少年讀成語故事3：人物篇,未來出版,9789865255558, 360 
378,少年讀成語故事4：動作篇,未來出版,9789865255565, 360 
379,少年讀成語故事5：地理篇,未來出版,9789865255572, 360 
380,少年讀聊齋志異：蒲松齡的社會觀察筆記，文言文短篇入門首選(全套3冊),未來出版,4711488870431," 1,140 "
381,少年讀聊齋志異1：神奇的狐狸,未來出版,9786263557819, 380 
382,少年讀聊齋志異2：筆墨的精靈,未來出版,9786263557826, 380 
383,少年讀聊齋志異3：走進大千世界,未來出版,9786263557833, 380 
384,少年讀臺灣短篇小說選1,未來出版,9786263556829, 350 
385,少年讀臺灣短篇小說選2,未來出版,9786263556836, 350 
