,書名,出版項,ISBN,價格
3998,媽媽的每一天：高木直子東奔西跑的日子,大田,9789861798271,350
3999,新潟：越光米故鄉．長岡花火節．佐渡島盆舟．大地藝術祭．上越滑雪趣．燕三&#264,太雅,9789863364771,480
4000,4+2R腸道健康食譜：第一次養好菌就上手。改善腸道菌相，吃出人人稱羨的易瘦體質,晨星,9786263207424,560
4001,增肌減脂：4+2R代謝飲食法,晨星,9789865582234,450
4002,內臟脂肪消除術：不用餓肚子、外食喝酒都OK！「凸凸的肚子」一下子就消除,晨星,9786263201897,350
4003,貓貓蟲咖波：奇幻太空之旅,晨星,9789864438297,290
4004,世界最神奇的24堂課,德威國際,9789867307972,280
4005,屁屁丹迪03：鬼屋之謎！,小光點,9786267399118,300
4006,屁屁丹迪01：寶藏就交給我吧！,小光點,9786267399026,300
4007,屁屁丹迪02：尋找海盜祕寶！,小光點,9786267399033,300
4008,屁屁丹迪06：來去恐龍島！,小光點,9786267399286,300
4009,屁屁丹迪04：尋龍之路！,小光點,9786267399125,300
4010,屁屁丹迪05：白雲王國大冒險！,小光點,9786267399248,300
4011,屁屁丹迪07：阿拉丁與神燈！,小光點,9786267399378,300
4012,X尋寶探險隊 47 邪神的使者：北美．虎鯨．獸戰士,小角落文化,9786267188675,300
4013,X尋寶探險隊 48 鳳凰方舟：暴雨．諾亞方舟．鳳凰號,小角落文化,9786267188798,300
4014,X尋寶探險隊 46 世界吞食者：臺灣．大屯山．百越族,小角落文化,9786267188484,300
4015,原子習慣：細微改變帶來巨大成就的實證法則,方智,9789861755267,330
4016,最高閒聊法：再尷尬也能聊出花來，一生受用的人際溝通術,方智,9789861756479,300
4017,3分鐘未來日記：寫下的願望真的都實現了！【1書+1日記】,方智,9789861756370,320
4018,我，刀槍不入：從街頭魯蛇到海豹突擊隊，掌控心智、力抗萬難的奇蹟,方智,9789861757667,480
4019,3分鐘未來日記【369天實踐版】：萬人見證的書寫奇蹟,方智,9789861757711,540
4020,祕密,方智,9789861750675,250
4021,陪自己走走：人生只跟自己有關，不需要每個人都喜歡,方智,9789861758015,370
4022,巨人的筆記【隨書附「摘要生活大小事」記錄別冊】：用記錄改寫人生的方法,方智,9789861757926,380
4023,小學生一天就能學會19×19的心算法,方智,9789861757797,320
4024,愛、健康與金錢的祕密：大師課程,方智,9789861756899,380
4025,愛的8法則【《僧人心態》作者愛的力作】：如何找到愛、維繫愛、放下愛,方智,9789861757742,530
4026,刻意練習：原創者全面解析，比天賦更關鍵的學習法,方智,9789861754604,320
4027,我可能錯了：森林智者的最後一堂人生課,先覺,9789861344454,450
4028,要有一個人：澈讀22種人生，你的人生有無限可能！,先覺,9789861344850,420
4029,你想活出怎樣的人生？【品格形塑經典，宮崎駿為它復出，親自改編電影】,先覺,9789861343297,290
4030,把微不足道的小事放在心上：千萬職場名師教你做對30個細節，打破職涯天花板,先覺,9789861344508,360
4031,人生路引：我從閱讀中練就的28個基本功,先覺,9789861343655,360
4032,慣習Habitus：輕鬆做好準備，躍向人生顛峰,先覺,9789861344768,460
4033,全方位理財的第一堂課：你一生必學的五大財務規畫,先覺,9789861344188,440
4034,極簡行銷課：什麼都能賣！創造流量、達成業績的關鍵5步驟,先覺,9789861344898,360
4035,你願意，人生就會值得：蔡康永的情商課3,如何,9789861366968,400
4036,蔡康永的情商課2：因為這是你的人生,如何,9789861365381,350
4037,蔡康永的說話之道(500萬冊紀念版),如何,9789861365565,360
4038,蔡康永的情商課：為你自己活一次,如何,9789861365145,350
4039,睡前3分鐘超感謝筆記【1書+1魔法筆記本】：5000人親身實證，吸引好運與財富的,如何,9789861366357,380
4040,發現你的天職：三大步驟，讓你選系、就業、轉職或創業不再迷惘,如何,9789861365640,300
4041,你願意，人生就會值得：蔡康永的情商課3【作者親簽蓋印】,如何,2024080113601,400
4042,孩子的耐挫力，比什麼都重要,如何,9789861366791,360
4043,右腦覺醒：5步驟轉化，啟動幸福美好,如何,9789861366869,350
4044,被討厭的勇氣：自我啟發之父「阿德勒」的教導,究竟,9789861371955,300
4045,被討厭的勇氣二部曲完結篇：人生幸福的行動指南,究竟,9789861372273,320
4046,不反應的練習：讓所有煩惱都消失，世界最強、最古老的心理訓練入門,究竟,9789861374482,320
4047,不當世界的局外人：當世界充滿變數，你需要不被帶風向的國際識讀力,究竟,9789861374277,350
4048,我這樣找到人生的答案：「駱駝-獅子-小孩」三階段讀得不一樣人生,究竟,9789861374338,350
4049,Good Inside 教養逆思維：看見孩子脫序行為中的內在需求,究竟,9789861374314,370
4050,臺灣史上最有梗的臺灣史,究竟,9789861372242,280
4051,不便利的便利店,寂寞出版社,9786269593842,400
4052,詭畫連篇,寂寞出版社,9786269754175,460
4053,家弒服務,寂寞出版社,9786269673384,460
4054,不便利的便利店2,寂寞出版社,9786269673360,420
4055,歡迎光臨夢境百貨：您所訂購的夢已銷售一空,寂寞出版社,9789869924467,430
4056,不便利的便利店2【暢銷百萬，限量楓紅版】,寂寞出版社,2023100173304,420
4057,家弒絕招【刺激懸疑再升級！《家弒服務》超狂續集】,寂寞出版社,9786269817771,460
4058,歡迎光臨夢境百貨2：找回不再做夢的人,寂寞出版社,9786269532360,460
4059,好事即將發生：史努比SNOOPY陪你找到自我認同，激勵低潮人生,圓神,9789861339160,340
4060,媽媽的說話練習：百萬按讚肯定！說對一句話，祝福孩子一生(附贈親子減壓溝通練習手冊,圓神,9789861338712,370
4061,戀家的人︰五個獨居女子的溫暖家居生活,圓神,9789861339047,360
4062,讀懂古人的痛，就能跳過現代的坑：史上最潮的國學經典,圓神,9789861339320,430
4063,媽媽的說話練習2：培育內心堅韌、不畏失敗的不倒翁孩子,圓神,9789861339221,360
4064,戀家的人︰五個獨居女子的溫暖家居生活【暢銷破萬慶功版】,圓神,2024060113300,360
4065,社會在走，歷史要懂：呂捷開講,圓神,9789861337814,330
4066,ㄅㄆㄇ拼拼卡,世一文化,4719742180906,180
4067,彩色新編國語辭典(25K),世一文化,9789864294893,550
4068,PeppaPig粉紅豬小妹快樂節日拼圖盒,世一文化,4719742155034,250
4069,加減練習本,世一文化,4719742140191,128
4070,洗澡好好玩：娃娃愛洗澡,世一文化,4719742174240,250
4071,N次寫習寫本：我會ㄅㄆㄇ,世一文化,4719742149118,199
4072,粉紅豬16色著色畫2-佩佩愛畫畫,世一文化,4719742160663,200
4073,N次寫習寫本：我會123,世一文化,4719742149132,199
4074,哲哲的ETF投資絕學：「下殺買、上漲賣」，左側交易讓我從賠500萬到賺1151萬,大樂文化,9786267422298,300
4075,如何賺高股息ETF及科技基金：3年獲利100%的紀律投資術！,大樂文化,9786267422229,280
4076,我只用三條均線的多頭排列獲利法：學會70張K線圖，判斷股價強弱，抓到大賺100%,大樂文化,9786267422304,280
4077,余博教你用200張圖學會K線算價：5分鐘算出買進與賣出的價位，下單會更賺,大樂文化,9786267148839,350
4078,300張圖學會K線實戰：股票、期貨或匯率，都能用一張線圖賺波段！(熱銷再版),大樂文化,9786267148945,320
4079,我用K線買低賣高：短線當沖、抓長線大牛股、搭主力順風車，都可以用177張圖一次學,大樂文化,9786267422045,350
4080,會長教你用100張圖學會K線當沖：30萬本金「穩穩賺」的每日實戰交易！(熱銷再版,大樂文化,9786267422199,320
4081,126張圖學會量價戰法秒賺波段：看懂主力的低買高賣，一張賺錢的單,大樂文化,9786267422182,320
4082,說話可以犀利，但要帶點「甜」！23招教你，把「我拒絕」說得像「我接受」的情商智慧,大樂文化,9786267422106,280
4083,史上最強K線，散戶追漲教科書：破新高的股票這樣追，賺飽價差51%！,大樂文化,9786267422090,280
4084,99%的人輸在不會表達：話說對了，事就成了。公司裡該怎麼說話？麻煩就沒了。,大是,9789579164337,340
4085,股海老牛最新抱緊名單，贏過大盤20%：跌了也不賣、算出便宜價才買、先知道好題材…,大是,9786267377352,480
4086,每天破一起謀殺案(1)：100道懸案等你破解，車上床上廁上最佳娛樂，觀察力、推理,大是,9786267377482,360
4087,黃渤說話的藝術：為什麼他能讓周星馳佩服、林志玲以他為擇偶標準？,大是,9789865548452,340
4088,這僅有一次的人生，一定要讀蘇東坡：不管你遇到了什麼，一句蘇東坡就能療癒。,大是,9786267192870,420
4089,易學易用黃帝內經：中醫師反覆研讀的寶典，如今一般人也能實踐。12條經絡、365個,大是,9786267328842,499
4090,90%的病自己會好！(全球暢銷40萬本紀念版)哪些病其實不必吃藥？如何用小習慣啟,大是,9786267377444,360
4091,說對一句話，99%的事都能解決：說不出口、說了後悔、說不到重點……你可以一句話搞,大是,9789865548209,340
4092,FBI教你讀心術：看穿肢體動作的真實訊息 (銷售突破百萬冊，特別增訂看穿情人心思,大是,9789865612818,340
4093,F-35戰機飛行員的零秒決斷力：在壓力與混亂下，世界最強美國空軍如何決斷？最佳飛,大是,9786267377192,460
4094,我的FIRE人生，用ETF月領10萬：5檔核心加6檔衛星ETF，最強月月配息且賺,大是,9786267328798,460
4095,每天破一起謀殺案(2)：100道懸案等你破解，車上床上廁上最佳娛樂，觀察力、推理,大是,9786267448007,360
4096,我畢業五年，用ETF賺到400萬：每月1，000元就能開始！不用兼差斜槓，兩檔E,大是,9789579654609,380
4097,國旗們的故事：旗上的圖像透露了勢力結盟、政權更迭、神話，或追尋，這是理解一個國家,大是,9786267448571,560
4098,宋詞三百年：宋詞，如何從難登大雅的豔詞，蛻變成文學巔峰？文學是現實的投射，偉大作,大是,9786267448304,430
4099,節稅的布局(修訂版)：搞懂所得稅、遺產稅、贈與稅與房地合一稅，你可以合法的少繳稅,任性出版,9786267182758,399
4100,只要喜歡上一個人，永遠都是第一次傷心也好、愛錯也好，但至少在遇見你之前，我能讓自,任性出版,9789860662054,380
4101,遺產與贈與的節稅細節：財產怎麼贈，孩子拿了錢不落跑；遺產怎麼分，老者心安、少者不,任性出版,9786267182185,490
4102,三國正史比小說更戲劇：資治通鑑、三國志、魏書…十多本正史考證蒐集，誰的評價遭冤枉,任性出版,9786267182543,420
4103,餐桌上的臺灣史：歷經荷蘭、明清、日治到民國，是什麼形塑了臺灣味？你最熟悉的臺菜，,任性出版,9786267182888,420
4104,文言文很好用：你一定想用的絕妙好詞(名詞、動詞)：引經據典，言之有物、談吐得宜，,任性出版,9786269534975,390
4105,三個邏輯學家去酒吧：燒腦謎題100道，跳脫常規，重組思路，玩出新奇腦洞！,日出出版,9786267382950,450
4106,客訴管理(二版)：讓你氣到內傷的客訴，這樣做都能迎刃而解,如果,9786267334645,420
4107,痠痛拉筋解剖書【升級增訂版】(三版),橡實,9786267313916,520
4108,當下的力量(三版)：通往靈性開悟的指引,橡實,9786267085790,350
4109,123-FOOD超人寶貝學前練習,風車,4714426402688,220
4110,ㄅㄆㄇ-FOOD超人寶貝學前練習,風車,4714426402701,220
4111,ABC-FOOD超人寶貝學前練習,風車,4714426402695,220
4112,好玩公主變裝-FOOD超人磁貼遊戲盒,風車,4714426207504,260
4113,交通拼圖書：FOOD超人幼幼雙語益智遊戲,風車,9789862235607,220
4114,動物拼圖書：FOOD超人幼幼雙語益智遊戲,風車,9789862235591,220
4115,山海經：看見遠古的神話世界（金石堂獨家首發 隨書附贈插圖手札）,大旗,9786267284650,400
4116,圖解兒少埃及古文明：用藝術、古文物解密法老王的世界,時報文化,9786263746879,480
4117,課本上學不到的漫畫中國史1【特別書封版】,時報文化,9786263746916,420
4118,課本上學不到的漫畫中國史2,時報文化,9786263746886,420
4119,古地名裡的台灣史：北部篇,時報文化,9786263746114,350
4120,古地名裡的台灣史：中部篇,時報文化,9786263746121,350
4121,古地名裡的台灣史：南部、東部、外島篇,時報文化,9786263746138,350
4122,理財玩很大,時報文化,9786263744134,360
4123,倒數計時！學科男孩(5)：道別的時刻！？一決勝負的期末考,時報文化,9786263747807,300
4124,倒數計時！學科男孩(6)：新學科男孩：英語同學登場！,時報文化,9786263747814,300
4125,肥志百科5：原來你是這樣的植物C篇,時報文化,9786263748750,480
4126,肥志百科6：原來你是這樣的植物D篇,時報文化,9786263748767,480
4127,肥志百科7：原來你是這樣的動物C篇,時報文化,9786263748798,480
4128,肥志百科8：原來你是這樣的動物D篇,時報文化,9786263748804,480
4129,心想事成雜貨店 黃昏堂1,時報文化,9786263960725,300
4130,心想事成雜貨店 黃昏堂2【黃銅鳥】,時報文化,9786263960732,300
4131,圖解兒少印象派,時報文化,9786263962408,480
4132,單純,時報文化,9786263962040,380
4133,噢，我的天哪！,時報文化,9786263962729,380
4134,倒數計時！學科男孩(7)：戀愛與突發事件委員會！,時報文化,9786263964617,330
4135,朕說歷史漫畫2：歷史課本裡的名女人,時報文化,9786263966352,480
4136,課本上學不到的漫畫中國史3,時報文化,9786263966369,420
4137,生物死亡研究所：死去與活著都有意義！,時報文化,9786263961951,380
4138,淺山林 綠探險,時報文化,9786263743465,320
4139,大象在哪裡便便？(臭臭的書系列１),時報文化,9786263747739,350
4140,到底是誰放的屁(臭臭的書系列2),時報文化,9786263748286,350
4141,貓熊要找一棵樹（臭臭的書系列３）,時報文化,9786263748927,350
4142,什麼味道香香的？,時報文化,9786263749412,380
4143,瘋狂機器人湯(會變身成機器人的繪本),時報文化,9786263960886,450
4144,莎姆西奶奶的黑罩袍,時報文化,9786263963986,350
4145,小狼人好餓,時報文化,9786263965300,350
4146,小狼人好害怕,時報文化,9786263966208,350
4147,蝸牛騎士,時報文化,9786263966321,360
4148,豬豬是糖果怪物,時報文化,9786263966925,350
4149,拼拼台灣！幼幼拼圖組-台灣特有動物,時報文化,4711441071325,380
4150,鳥人鳥事多：嘎嗚鳥家登場！(隨書附贈小鳥暖心小卡),時報文化,9786263964655,320
4151,百鬼夜行誌【童話卷二】,時報文化,9786263964754,320
4152,改變世界：25個影響歷史文明的名人大事【國家領袖篇】,時報文化,9786263532731,450
4153,改變世界：25個影響歷史文明的名人大事【藝文人物篇】,時報文化,9786263532748,450
4154,改變世界：25個影響歷史文明的名人大事【科技先驅篇】,時報文化,9786263532755,450
4155,改變世界：25個影響歷史文明的名人大事【典範聖賢篇】,時報文化,9786263532762,450
4156,法布爾昆蟲記立體書,時報文化,9786263747937,1290
4157,古靈精怪：異夢,小兵,9786267502150,320
4158,大的小的多的少的通通是我的,小兵,9786267271650,350
4159,礦山的孩子,小兵,9786267271926,300
4160,保護自己，小小孩有大絕招 (一套8本，附故事音檔QR Code),小兵,9786267271094,1280
4161,我們這一家,小兵,9786267271643,300
4162,鼠一鼠二博物館,小兵,9786267271582,260
4163,我的隱身同學,小兵,9786267271568,320
4164,哭神,小兵,9786267271575,320
4165,終點站，下車,小兵,9786267271599,320
4166,怪老頭的玻璃心,小兵,9786267271537,260
4167,意外的守護神,小兵,9786267271551,260
4168,小魔鬼遇上豬隊友1：魔鬼新生闖江湖,小兵,9786267271513,260
4169,小魔鬼遇上豬隊友2：神祕敵人大搜查,小兵,9786267271520,260
4170,小魔鬼遇上豬隊友3：魔法信箱,小兵,9786267271902,260
4171,小魔鬼遇上豬隊友4：作弊身上會臭臭的,小兵,9786267271919,260
4172,古靈精怪：狐說,小兵,9786267271483,320
4173,那年夏天，我們在蘭嶼,小兵,9786267271421,320
4174,看不見(二版),小兵,9786267502181,350
4175,妖怪藥局(二版)（全套2冊）,小兵,9786267502211,700
4176,我班有個大哥大(二版),小兵,9786267271629,260
4177,我不是弱者(二版),小兵,9786267502112,260
4178,尋找無名氏(二版),小兵,9786267502129,260
4179,119日記(二版),小兵,9786267502099,300
4180,登革末日(二版),小兵,9786267502105,300
4181,迷糊公主(二版),小兵,9786267502051,160
4182,飛天小皮蛋(二版),小兵,9786267502006,160
4183,100次跌倒(二版),小兵,9786267502037,160
4184,妙妙公主徵婚記(二版),小兵,9786267502068,160
4185,公主盃拔蘿蔔比賽(二版),小兵,9786267502044,160
4186,大膽的膽小鬼(二版),小兵,9786267271995,160
4187,魔法小象找朋友(二版),小兵,9786267502013,160
4188,搶救大白鵝(二版),小兵,9786267502020,160
4189,外星人的禮物(二版),小兵,9786267271612,160
4190,快樂的祕密(二版),小兵,9786267271605,160
4191,甜甜圈公主(二版),小兵,9786267271490,160
4192,香香公主魔法鞋(二版),小兵,9786267271506,160
4193,神奇橡皮擦(二版),小兵,9786267271452,190
4194,爸爸放暑假(二版),小兵,9786267271445,280
4195,誕生,小兵,9789865641320,299
4196,對不起！秋蓮,小兵,9789578624542,220
4197,遠慮媽媽VS近憂爸爸,小兵,9789578624641,220
4198,我有媽媽要出嫁,小兵,9789578624689,220
4199,魔幻快車驚魂記,小兵,9789578624917,220
4200,歡喜冤家,小兵,9789578624986,220
4201,美夢銀行,小兵,9789867107169,220
4202,我是胡阿珠,小兵,9789867107848,220
4203,請妳嫁給我爸爸,小兵,9789867107893,220
4204,我們一班都是鬼,小兵,9789867107954,220
4205,豬小莉的情書,小兵,9789866544187,220
4206,哥哥不笨,小兵,9789869533522,220
4207,麻辣米粉妹之代理巫婆許願所,小兵,9789866544576,220
4208,快樂豬學校(上),小兵,9789866544972,220
4209,快樂豬學校(下),小兵,9789866544989,220
4210,小爸爸的孩子,小兵,9789865988210,220
4211,三腳貓偵探團 (全套四本),小兵,9789865641139,990
4212,彩虹池塘,小兵,9789865641184,250
4213,廁所小英雄,小兵,9789869533546,250
4214,父親的牛屎晒穀場,小兵,9789869641784,250
4215,奇遇小黑貓──波波寶貝,小兵,9789865641382,250
4216,用鼓聲圓夢的男孩,小兵,9786267271391,300
4217,烏龍小學的唐詩遊樂園（全套6冊）,小兵,EAN0727542689714,1430
4218,烏龍小學的唐詩遊樂園01林小笨大戰李小白,小兵,9789865641559,260
4219,烏龍小學的唐詩遊樂園02杜胖的青春小鳥,小兵,9789865641764,260
4220,烏龍小學的唐詩遊樂園03無敵轉學生王維,小兵,9789865641948,260
4221,烏龍小學的唐詩遊樂園04小笨的暗戀日記,小兵,9789869533539,260
4222,烏龍小學的唐詩遊樂園05斜眼驅魔師,小兵,9789869614214,260
4223,烏龍小學的唐詩遊樂園06躺屍魔王的最後挑戰,小兵,9789869614245,260
4224,我有絕招（全套3冊，加贈【化險為夷：安全教育益智桌遊】）,小兵,9789865641511,840
4225,我有絕招I,小兵,9789865641481,280
4226,我有絕招II,小兵,9789865641498,280
4227,我有絕招III,小兵,9789865641504,280
4228,少年推理小說（全套四冊）,小兵,9789865641917,850
4229,少年推理小說1：頭號通緝犯,小兵,9789865641870,230
4230,少年推理小說2：校園紅衣鬼,小兵,9789865641887,230
4231,少年推理小說3：終極解碼戰,小兵,9789865641894,230
4232,少年推理小說4：消失的黃金,小兵,9789865641955,230
4233,古靈精怪：最後的水莽鬼 (二版),小兵,9789865581763,300
4234,古靈精怪：變身 (二版),小兵,9789865581770,300
4235,古靈精怪：花魂(二版),小兵,9789865581787,320
4236,古靈精怪：蛙神嫁女(二版),小兵,9789865581794,300
4237,古靈精怪：陰陽眼大夫,小兵,9789865581749,320
4238,"草莓心事三部曲 
 (全套3冊，加贈「好心情交換日記簿」)",小兵,9789579047661,840
4239,草莓心事三部曲1：草莓心事,小兵,9789865641962,280
4240,草莓心事三部曲2：芭樂祕密,小兵,9789869743440,280
4241,草莓心事三部曲3：草莓讀心術,小兵,9789579047494,280
4242,我想當作家,小兵,9789869533553,260
4243,麵條西施,小兵,9789579047456,260
4244,尋找快樂天堂,小兵,9786267271315,300
4245,暗號偵探社,小兵,9789869614252,360
4246,真相拼圖,小兵,9789869743488,300
4247,莫愁,小兵,9789865581237,280
4248,香腸班長妙老師：小三粉好笑,小兵,9789579047562,300
4249,香腸班長妙老師：小四樂翻天,小兵,9789579047579,300
4250,香腸班長妙老師：小五皮在癢,小兵,9789579047371,300
4251,香腸班長妙老師：小六瘋畢業,小兵,9789869614207,300
4252,阿德蝸的海洋學堂（全套5冊）,小兵,9789865581107,1420
4253,阿德蝸的海洋學堂：深藏不露的魚,小兵,9789869743471,260
4254,阿德蝸的海洋學堂：霸王剪刀手,小兵,9789579047913,280
4255,阿德蝸的海洋學堂：海神的大法螺,小兵,9789865581008,300
4256,阿德蝸的海洋學堂：鮫人的珍珠淚,小兵,9789865581015,300
4257,阿德蝸的海洋學堂：天使的藍眼淚,小兵,9789865581091,280
4258,親愛的外婆,小兵,9789869743426,280
4259,不能說的祕密,小兵,9789579047883,280
4260,"小狐仙的超級任務 
(全套7冊，加贈A5雙層L型資料夾)",小兵,9789579047364,1330
4261,小狐仙的超級任務1：真真假假狀元郎,小兵,9789869743495,190
4262,小狐仙的超級任務2：代班雷神立大功,小兵,9789579047302,190
4263,小狐仙的超級任務3：天下無敵小氣鬼,小兵,9789579047319,190
4264,小狐仙的超級任務4：賭鬼最怕倒楣神,小兵,9789579047326,190
4265,小狐仙的超級任務5：飛天龍有懼高症,小兵,9789579047333,190
4266,小狐仙的超級任務6：大家來抓偷夢賊,小兵,9789579047340,190
4267,小狐仙的超級任務7：瘦瘦狼仙大騙子,小兵,9789579047357,190
4268,繪鬼菇的魔力,小兵,9789579047500,260
4269,放學後的奇遇,小兵,9789579047678,260
4270,樹夢奇緣,小兵,9789579047692,260
4271,愛哭鬼國王,小兵,9789579047838,260
4272,又破又舊的麵包車,小兵,9789579047845,260
4273,橋頭外科醫生,小兵,9789579047876,260
4274,凸槌土地公,小兵,9789865581183,260
4275,我是大頭鬼,小兵,9789865581510,260
4276,告訴摩拉摩拉我想他,小兵,9789865581589,260
4277,魔法小象之大戰黑星伯爵,小兵,9789865581756,260
4278,馬戲團的約定,小兵,9786267271100,260
4279,圖書館有鬼,小兵,9786267271216,260
4280,小青蛙大將軍,小兵,9786267271339,260
4281,小飛龍歷險記(全套3冊),小兵,9789579047920,750
4282,小飛龍歷險記1：搶救小飛龍,小兵,9789579047616,250
4283,小飛龍歷險記2：小飛龍的黑色危機,小兵,9789579047784,250
4284,小飛龍歷險記3：小飛龍的瘋狂木偶劇,小兵,9789579047791,250
4285,天下第一班,小兵,9789579047531,280
4286,我的老師虎姑婆,小兵,9789579047852,280
4287,熊大班,小兵,9789579047906,280
4288,烏龍路隊長,小兵,9789865581992,300
4289,科學演繹法1：偵探學園超展開,小兵,9789579047630,310
4290,科學演繹法2：第歐根尼俱樂部,小兵,9789579047647,310
4291,科學演繹法（全套2冊）,小兵,9789579047654,620
4292,冒牌爸爸,小兵,9789579047708,280
4293,天使的約定,小兵,9789579047890,280
4294,3號坑道的騙局,小兵,9789865581220,300
4295,我也是臺灣人,小兵,9789865581572,260
4296,翻轉童話ｅ起來（全套3冊）,小兵,9789865581046,840
4297,翻轉童話ｅ起來1：3C白雪公主,小兵,9789579047722,280
4298,翻轉童話ｅ起來2：青蛙王子的網路情人,小兵,9789579047739,280
4299,翻轉童話ｅ起來3：醜小鴨與無形的拳頭,小兵,9789865581022,280
4300,我的家人我的家,小兵,9789578624306,220
4301,導ㄟ，有男生愛女生,小兵,9789578624368,250
4302,嘿嘿嘿，有鬼哦！,小兵,9789578624382,250
4303,跑道,小兵,9789869533508,280
4304,太陽餅,小兵,9789578624719,220
4305,綠色的悄悄話,小兵,9789578624924,220
4306,叔叔的祕密情人,小兵,9789867107404,250
4307,畫在身上的名字,小兵,9789867107374,220
4308,媽媽，謎啊！,小兵,9789867107589,190
4309,芋仔番薯一家親——戀戀曾文溪,小兵,9789867107619,220
4310,嘿嘿嘿，看世界！,小兵,9789867107886,220
4311,讓我飛上去,小兵,9789867107947,220
4312,鞦韆上的鸚鵡,小兵,9789866544507,250
4313,二十五朵玫瑰的祕密,小兵,9789866544606,250
4314,調皮的鬼娃娃,小兵,9789866544996,250
4315,哎呀，有班對？ ,小兵,9789865988371,280
4316,老鷹與我,小兵,9789865988418,280
4317,鬼強盜與大屎神,小兵,9789865988784,280
4318,小四愛作怪(全套6冊),小兵,9789579047999,1680
4319,小四愛作怪：無敵36計(全套3冊),小兵,9789865581985,900
4320,小四愛作怪,小兵,9789579047937,280
4321,小四愛作怪2：瘋狂動物園,小兵,9789579047944,280
4322,小四愛作怪3：霹靂二十四孝,小兵,9789579047951,300
4323,小四愛作怪4：挑戰孔夫子,小兵,9789579047968,300
4324,小四愛作怪5：孟子駕到,小兵,9789579047975,300
4325,小四愛作怪6：三國亂傳,小兵,9789579047982,300
4326,小四愛作怪：無敵36計第一彈,小兵,9789865581893,300
4327,小四愛作怪：無敵36計第二彈,小兵,9789865581909,300
4328,小四愛作怪：無敵36計第三彈,小兵,9789865581916,300
4329,異能少年(全套4冊),小兵,EAN0727542689776,1400
4330,異能少年卷一：時間怪客,小兵,9789865581114,320
4331,異能少年卷二：少女孟婆,小兵,9789865581121,360
4332,異能少年卷三：靈山採藥(上下兩冊，不分售),小兵,9786267271131,720
4333,學霸斜槓plus魯蛇逆襲,小兵,9789865581190,360
4334,食字魔,小兵,9789865581398,350
4335,山間小學,小兵,9786267271322,300
4336,神仙也瘋狂（全套2冊）,小兵,9789865581978,500
4337,神仙也瘋狂：神仙凡人大亂鬥,小兵,9789865581954,250
4338,神仙也瘋狂：小廟公的生活週記,小兵,9789865581961,250
4339,翻轉侏儸紀 (全套共6冊，加贈「恐龍世界著色海報」),小兵,9786267271209,1260
4340,翻轉侏儸紀1：棘暴二龍組,小兵,9786267271148,210
4341,翻轉侏儸紀2：厚頭好撞撞,小兵,9786267271155,210
4342,翻轉侏儸紀3：鐵三角大集合,小兵,9786267271162,210
4343,翻轉侏儸紀4：我不是小偷,小兵,9786267271179,210
4344,翻轉侏儸紀5：號角響起,小兵,9786267271186,210
4345,翻轉侏儸紀6：超級美爪師,小兵,9786267271193,210
4346,神機妙算半仙嬤 (全套2冊),小兵,9789865581947,600
4347,神機妙算半仙嬤1：機器人孫子來敲門,小兵,9789865581923,300
4348,神機妙算半仙嬤2：雞阿婆變成網紅大姐大,小兵,9789865581930,300
4349,竹板響嘩楞﹙1書+1CD﹚,小兵,9789579870917,450
4350,小兵童話精選(全套6本盒裝+故事CD),小兵,9789865641474,990
4351,公雞阿歪嘎嘎嘎,小兵,9789865641269,165
4352,小天使學壞記,小兵,9789865641276,165
4353,土地公阿福的心事,小兵,9789865641306,165
4354,胖鶴丹丹出奇招,小兵,9789865641283,165
4355,神奇理髮師,小兵,9789865641290,165
4356,神奇的噴火龍,小兵,9789865641313,165
4357,爸爸失業了,小兵,9789578624979,220
4358,皺紋男孩與說謊女孩,小兵,9789578624993,220
4359,李潼短篇小說：鐵橋下的鰻魚王(二版),小兵,9789865581558,200
4360,野溪之歌,小兵,9789869533515,200
4361,銀光幕後,小兵,9789867107503,170
4362,春風少女心,小兵,9789867107572,220
4363,我的姐姐鬼新娘,小兵,9789865641986,250
4364,肉腳少棒機車兄,小兵,9789867107770,220
4365,橘子咖啡,小兵,9789867107763,220
4366,騙子老爸,小兵,9789867107817,220
4367,開心天使 ,小兵,9789867107756,220
4368,李潼中篇小說：藍天燈塔(二版),小兵,9789865581541,250
4369,他的職業是犯人,小兵,9789866544088,220
4370,爸爸，五又三分之一,小兵,9789866544163,220
4371,蠻皮兒,小兵,9789869614276,250
4372,菜鳥闖情關,小兵,9789866544453,220
4373,城堡山的祕密,小兵,9789866544828,250
4374,李潼短篇小說：鬼竹林(二版),小兵,9789865581565,260
4375,老公寓,小兵,9789865988029,250
4376,我家的神鬼老大,小兵,9789865988203,280
4377,因為我愛妳,小兵,9789865988340,220
4378,遇見莫那‧魯道,小兵,9789865988746,280
4379,飆球,小兵,9789579047388,280
4380,我在異度空間,小兵,9789865641146,250
4381,胖胖閃電俠,小兵,9789865641412,280
4382,王文華的品德故事屋第一輯(一套6本+1CD),小兵,9789865641627,660
4383,王文華的品德故事屋第二輯(一套6本+1CD),小兵,9789865641696,660
4384,小兵快樂讀本第一輯（一套30本）,小兵,9789865988074,4800
4385,小兵快樂讀本第二輯（一套30本）,小兵,9789865988081,4800
4386,小兵快樂讀本第三輯（一套30本）,小兵,9789865641214,4800
4387,小兔沙比立大功(二版),小兵,9786267271292,160
